Previous_qualification_grade,Admission_grade,Age_at_enrollment,Curricular_units_1st_sem_approved,Application_order,Application_mode,Debtor,Scholarship_holder,Tuition_fees_up_to_date,Daytime_evening_attendance,Gender,Displaced,Status
116.0,117.3,20,0,1,43,1,0,1,1,0,1,Dropout
112.0,106.8,19,6,2,1,0,1,1,1,0,1,Graduate
126.0,120.1,20,6,1,1,0,1,1,1,0,0,Graduate
120.0,116.5,19,5,2,1,0,1,1,1,0,1,Graduate
117.0,120.0,21,5,1,51,0,0,1,1,0,1,Enrolled
153.0,139.7,19,7,1,1,0,1,1,1,0,1,Graduate
124.0,123.7,18,6,2,1,0,1,1,1,0,1,Graduate
127.0,116.5,19,0,2,17,0,0,1,1,0,0,Dropout
126.0,122.2,19,6,1,17,0,1,1,1,0,0,Graduate
133.1,146.0,20,5,1,1,1,0,1,1,0,0,Graduate
114.0,108.8,18,5,2,17,0,0,1,1,0,1,Enrolled
133.0,133.0,18,0,1,43,0,0,1,1,0,0,Enrolled
130.0,123.8,18,4,1,17,0,0,1,1,0,0,Graduate
127.0,120.0,18,0,3,17,0,0,1,1,0,0,Dropout
143.0,126.9,18,5,3,17,0,0,1,1,0,1,Graduate
130.0,121.3,20,5,4,18,0,0,1,1,0,1,Dropout
136.0,129.0,19,7,3,17,0,1,1,1,0,1,Graduate
125.0,114.9,21,3,1,1,1,0,0,1,0,1,Dropout
110.0,106.5,20,0,1,17,1,0,0,1,0,1,Dropout
130.0,133.9,18,5,1,1,0,0,1,1,0,1,Graduate
135.0,124.9,20,6,1,1,0,1,1,1,0,0,Graduate
133.0,128.5,19,8,2,1,0,1,1,1,0,1,Graduate
122.0,126.2,22,4,1,1,0,0,1,1,0,1,Dropout
122.0,121.7,22,0,1,17,0,0,0,1,0,1,Dropout
121.0,120.0,18,3,2,1,0,0,1,1,0,1,Enrolled
123.0,113.2,21,6,1,43,0,0,1,1,0,0,Enrolled
128.0,120.3,19,2,1,1,0,0,1,1,0,1,Graduate
139.0,127.8,19,0,4,1,0,0,1,1,0,1,Dropout
124.0,123.3,20,7,2,1,0,1,1,1,0,1,Dropout
135.0,126.3,18,7,3,1,1,1,1,1,0,1,Graduate
110.0,128.2,22,7,1,51,0,0,0,0,0,0,Dropout
138.0,134.9,20,4,4,17,0,0,1,1,0,1,Graduate
140.0,140.0,19,6,1,44,0,0,1,1,0,0,Graduate
126.0,115.5,19,7,5,1,0,1,1,1,0,1,Graduate
113.0,106.7,20,5,2,1,0,1,1,1,0,1,Enrolled
120.0,140.0,25,3,1,39,0,0,1,0,0,0,Enrolled
145.0,136.6,19,6,1,1,0,1,1,1,0,0,Graduate
124.0,119.3,19,8,1,18,0,0,1,1,0,1,Graduate
160.0,152.0,19,0,1,1,0,0,0,1,0,1,Dropout
138.0,144.3,20,6,1,1,0,0,1,1,0,0,Graduate
130.0,159.0,25,7,2,39,0,0,1,1,0,1,Enrolled
127.0,129.5,20,6,1,17,0,1,1,1,0,1,Graduate
170.0,140.0,24,4,1,39,0,0,1,1,0,1,Enrolled
111.0,105.4,20,5,3,1,0,0,1,1,0,0,Graduate
100.0,136.0,21,7,1,42,0,0,1,1,0,1,Graduate
160.0,160.0,19,6,1,44,1,1,1,1,0,0,Graduate
152.0,139.1,19,6,1,1,0,1,1,1,0,0,Graduate
144.0,126.9,21,5,2,1,0,1,1,1,0,0,Graduate
133.8,184.0,28,7,1,39,0,0,1,1,0,0,Graduate
125.0,125.0,19,5,1,1,1,1,0,1,0,1,Graduate
150.0,138.5,18,5,1,1,0,1,1,1,0,0,Graduate
143.0,133.5,18,7,5,17,0,1,1,1,0,1,Graduate
145.0,141.5,18,8,3,1,0,1,1,1,0,1,Graduate
120.0,130.0,22,7,1,42,0,0,1,1,0,1,Graduate
138.0,131.0,19,4,1,1,0,0,1,1,0,1,Enrolled
145.0,145.0,18,7,1,1,0,1,1,1,0,0,Graduate
122.0,114.3,20,0,1,17,0,0,0,1,0,0,Dropout
110.0,108.3,26,4,1,44,0,0,0,1,0,0,Dropout
136.0,125.2,18,6,3,1,0,1,1,1,0,1,Graduate
145.0,131.7,21,6,1,1,0,1,1,1,0,1,Dropout
141.0,126.3,18,7,4,17,0,0,1,1,0,1,Graduate
149.0,147.6,20,6,1,1,0,0,1,1,0,1,Graduate
130.0,125.1,18,7,6,1,0,0,1,1,0,1,Graduate
121.0,123.8,19,5,6,17,0,1,1,1,0,0,Enrolled
128.0,130.8,20,4,1,1,0,0,1,1,0,1,Dropout
152.0,154.1,18,6,1,1,1,1,1,1,0,0,Graduate
132.0,122.6,20,3,2,16,0,1,1,1,0,1,Enrolled
107.0,103.5,22,5,2,1,0,0,1,0,0,1,Graduate
131.0,132.8,18,0,1,1,0,0,1,1,0,1,Enrolled
141.0,100.0,21,4,1,51,0,0,1,0,0,0,Graduate
120.0,115.8,18,6,2,18,0,0,1,1,0,0,Enrolled
148.0,133.8,18,7,1,1,0,0,1,1,0,0,Graduate
130.0,118.5,18,6,1,1,0,1,1,1,0,0,Graduate
145.0,150.3,19,0,1,17,0,0,1,1,0,1,Dropout
112.0,107.8,19,3,3,17,0,0,1,1,0,1,Enrolled
138.0,127.5,19,5,1,1,0,0,1,1,0,1,Enrolled
135.0,120.5,19,7,3,1,0,0,1,1,0,1,Graduate
118.0,117.3,19,4,1,1,0,0,1,1,0,1,Enrolled
123.0,120.6,19,3,1,17,0,0,0,1,0,1,Dropout
126.0,118.7,21,6,4,16,0,1,1,1,0,1,Graduate
150.0,130.8,20,5,2,1,0,1,1,1,0,0,Graduate
121.0,112.6,20,5,1,1,0,1,1,1,0,1,Graduate
133.1,117.2,41,5,1,39,0,0,1,0,0,0,Graduate
130.0,130.0,32,4,1,7,0,0,1,1,0,1,Enrolled
139.0,131.8,18,7,3,17,0,0,1,1,0,1,Graduate
160.0,97.0,35,6,1,39,0,1,1,0,0,0,Graduate
110.0,130.0,32,4,1,39,1,0,0,1,0,0,Dropout
140.0,148.0,37,11,1,39,0,0,1,0,0,0,Graduate
130.0,103.4,30,7,2,39,0,0,1,1,0,0,Dropout
132.0,127.1,23,6,2,43,0,0,1,1,1,0,Graduate
139.0,124.0,20,6,2,17,0,1,1,1,0,1,Dropout
135.0,121.4,21,4,1,1,0,0,1,1,1,0,Graduate
117.0,118.1,19,5,1,1,0,0,1,1,1,0,Graduate
137.0,121.3,18,7,4,17,0,1,1,1,1,1,Graduate
144.0,119.5,18,1,1,42,0,0,1,1,1,0,Dropout
130.0,115.2,24,4,1,39,0,0,1,0,1,0,Enrolled
140.0,130.2,22,4,1,18,0,0,1,1,1,1,Graduate
130.0,130.0,18,4,4,17,0,0,1,1,1,1,Dropout
130.0,126.9,18,6,2,16,0,0,1,1,0,1,Graduate
152.0,168.5,21,5,2,1,0,0,1,1,1,1,Graduate
133.1,130.0,38,3,1,39,1,0,1,1,0,0,Dropout
140.0,122.8,19,7,1,18,0,1,1,1,0,0,Graduate
133.1,110.0,36,4,1,39,0,0,1,1,0,0,Dropout
140.0,127.1,18,4,1,16,0,0,1,1,0,1,Graduate
133.1,108.5,19,7,3,1,0,0,1,1,0,1,Graduate
140.0,138.2,21,8,1,53,1,0,0,1,0,0,Dropout
133.1,96.0,19,6,2,1,0,0,1,1,0,1,Enrolled
135.0,124.5,18,5,1,1,0,1,1,1,0,0,Graduate
120.0,120.0,45,11,1,7,0,0,1,1,0,1,Enrolled
140.0,132.3,20,1,1,17,0,0,1,1,0,1,Dropout
128.0,120.7,18,6,1,17,1,0,1,1,0,1,Graduate
141.0,132.6,18,6,1,1,0,1,1,1,0,0,Graduate
140.0,140.0,25,0,2,7,0,0,1,1,0,0,Dropout
139.0,124.5,19,7,6,1,0,0,1,1,0,1,Graduate
142.0,142.0,18,0,1,1,0,1,1,1,0,1,Graduate
130.0,130.0,39,13,1,7,0,0,1,1,0,0,Graduate
130.0,144.0,29,18,1,39,0,0,1,1,0,0,Graduate
125.0,128.5,18,6,1,17,0,0,1,1,0,1,Enrolled
140.0,140.0,23,2,1,7,0,0,0,1,0,0,Dropout
120.0,113.9,21,4,1,42,0,0,1,1,0,1,Dropout
147.0,137.2,18,6,1,1,0,0,0,1,0,0,Graduate
140.0,140.0,23,6,1,7,0,0,1,1,0,1,Graduate
161.0,152.3,18,6,1,1,0,0,1,1,0,0,Graduate
133.1,112.5,32,5,1,39,0,0,1,0,0,0,Graduate
150.0,101.0,29,3,2,39,1,0,0,1,0,0,Dropout
113.0,112.3,20,5,6,1,1,1,1,1,0,1,Graduate
140.0,114.0,28,1,1,39,0,0,0,1,0,1,Dropout
130.0,130.0,27,3,1,7,0,0,1,1,0,0,Graduate
120.0,121.5,22,12,2,43,1,0,1,1,0,0,Graduate
133.1,120.0,37,6,1,39,1,0,1,1,0,0,Enrolled
130.0,130.0,28,1,1,7,0,0,0,0,0,0,Dropout
120.0,125.7,43,4,1,39,1,0,0,1,0,0,Dropout
140.0,128.0,32,0,1,43,0,0,0,1,0,1,Dropout
123.0,113.2,20,4,1,17,0,1,1,1,0,0,Enrolled
133.1,120.0,35,8,1,39,0,1,1,1,0,0,Graduate
130.0,117.8,21,3,1,1,0,0,1,1,0,1,Graduate
126.0,121.3,18,6,4,1,0,1,1,1,0,1,Enrolled
176.0,169.7,18,7,1,1,0,1,1,1,0,0,Graduate
124.0,117.7,18,5,4,17,0,0,1,1,0,1,Graduate
120.0,121.8,22,6,1,44,0,0,1,0,0,1,Graduate
140.0,128.3,19,7,2,1,0,0,1,1,0,1,Graduate
143.0,132.2,18,5,2,18,0,1,1,1,0,1,Graduate
136.0,134.3,19,0,2,1,1,0,1,1,0,1,Dropout
132.0,123.4,18,7,1,1,0,1,1,1,0,0,Graduate
133.1,121.7,31,0,1,39,1,0,0,0,0,0,Dropout
100.0,130.0,33,5,1,39,1,1,1,0,0,0,Graduate
137.0,126.5,19,8,3,1,0,1,1,1,0,1,Graduate
153.0,159.7,18,6,1,17,0,1,1,1,0,1,Graduate
160.0,151.3,23,3,1,1,0,0,1,1,0,0,Graduate
145.0,138.0,20,5,1,17,0,0,1,1,0,1,Graduate
137.0,126.5,18,8,5,1,0,0,1,1,0,1,Graduate
140.0,140.0,21,8,1,53,1,0,1,1,0,1,Enrolled
120.0,112.3,22,5,1,1,0,1,1,1,0,0,Graduate
122.0,127.3,20,6,1,1,1,0,1,1,0,1,Graduate
130.0,130.0,23,6,1,7,0,0,1,1,0,1,Graduate
133.1,115.0,19,6,2,17,0,0,1,1,0,1,Graduate
150.0,131.5,19,7,6,17,0,0,1,1,0,1,Graduate
133.1,125.7,26,2,1,39,0,0,1,0,0,0,Dropout
141.0,126.8,18,7,6,1,0,0,1,1,0,1,Graduate
146.0,132.4,18,1,1,18,0,0,1,1,1,1,Dropout
150.0,150.0,20,6,1,44,0,0,1,1,1,1,Graduate
133.1,95.0,19,0,1,1,0,0,1,1,1,0,Dropout
120.0,128.2,32,5,1,43,0,0,0,0,1,0,Dropout
150.0,130.0,31,2,1,39,0,0,0,1,1,0,Dropout
133.1,100.0,25,1,1,39,0,0,1,1,1,0,Enrolled
140.0,159.9,21,5,1,42,0,0,1,1,0,1,Graduate
140.0,100.0,31,4,1,43,0,0,0,0,0,0,Dropout
133.1,116.5,34,1,1,39,0,0,1,1,0,0,Dropout
128.0,120.0,18,6,1,1,0,1,1,1,0,0,Graduate
117.0,117.0,19,0,3,1,1,0,1,1,0,1,Dropout
140.0,140.0,21,1,1,53,1,0,1,1,0,1,Enrolled
124.0,118.1,18,3,2,1,0,0,0,1,0,1,Dropout
158.0,153.5,20,6,1,1,0,0,1,1,0,1,Graduate
137.0,127.9,20,6,1,43,0,0,1,1,0,1,Graduate
123.0,118.8,18,5,3,17,0,1,1,1,0,1,Graduate
126.0,126.7,19,4,1,1,0,0,1,1,0,1,Graduate
170.0,170.0,19,0,1,43,0,0,1,1,0,1,Enrolled
133.1,110.0,30,0,1,39,0,1,1,1,0,1,Dropout
115.0,115.0,19,6,1,17,0,0,1,1,0,1,Graduate
132.0,119.0,19,7,3,1,0,0,1,1,0,1,Graduate
132.0,121.8,19,7,4,1,0,1,1,1,0,1,Graduate
143.0,133.4,19,6,1,1,0,0,1,1,0,1,Graduate
137.0,131.4,20,5,3,1,0,0,1,1,0,1,Graduate
130.0,135.0,25,0,1,42,1,0,1,1,1,0,Dropout
121.0,122.8,19,0,2,1,0,0,1,1,1,0,Dropout
130.0,140.0,34,6,1,39,1,1,1,1,0,0,Graduate
135.0,125.3,18,7,2,18,0,1,1,1,0,1,Graduate
137.0,126.3,18,8,6,1,0,1,1,1,0,1,Graduate
100.0,100.0,20,6,1,1,0,0,1,1,0,0,Graduate
127.0,121.3,20,7,2,17,0,1,1,1,0,1,Graduate
140.0,135.0,23,8,1,53,1,0,1,0,0,0,Enrolled
140.0,120.0,28,1,1,39,0,0,1,1,0,0,Dropout
121.0,113.7,18,5,1,17,0,0,1,1,0,0,Enrolled
131.0,129.7,19,5,1,43,0,0,1,1,0,1,Graduate
151.0,132.1,34,2,1,1,0,0,1,1,0,1,Dropout
130.0,120.3,35,0,1,51,0,0,1,1,0,0,Dropout
120.0,120.0,32,5,1,7,0,0,1,0,0,0,Graduate
136.0,123.1,19,6,2,17,0,0,1,1,0,1,Graduate
125.0,119.4,18,4,5,17,0,0,1,1,0,1,Graduate
133.1,140.0,35,4,1,39,0,0,0,1,0,0,Dropout
133.1,116.5,24,4,1,39,0,1,1,0,1,0,Enrolled
120.0,113.0,20,6,1,17,0,1,1,1,0,1,Graduate
143.0,133.9,18,6,3,1,0,1,1,1,1,1,Graduate
133.1,115.5,20,7,3,1,0,1,1,1,1,1,Graduate
121.0,116.5,18,0,5,17,0,0,0,1,1,1,Dropout
168.0,171.2,18,5,1,1,0,1,1,1,1,0,Graduate
124.0,119.1,20,4,1,1,0,1,1,1,1,0,Graduate
127.0,121.1,19,6,2,17,0,0,1,1,1,1,Dropout
129.0,132.9,20,6,2,1,0,1,1,1,1,1,Enrolled
137.0,132.8,19,6,1,1,0,0,1,1,1,0,Graduate
120.0,126.7,20,5,1,1,0,0,1,1,1,1,Graduate
110.0,105.8,22,6,1,1,0,0,1,1,1,1,Graduate
120.0,117.2,18,4,2,17,0,1,1,1,1,0,Enrolled
143.0,140.0,19,7,1,1,0,0,1,1,1,0,Graduate
120.0,120.0,22,3,1,44,0,0,1,1,1,0,Dropout
124.0,119.5,20,5,5,17,0,0,1,1,1,1,Graduate
168.0,153.9,34,0,1,39,1,0,0,1,1,0,Dropout
133.1,130.0,24,1,1,39,0,0,1,0,1,0,Dropout
150.0,107.0,26,0,2,39,0,0,1,1,1,1,Dropout
140.0,132.8,35,4,1,39,0,0,1,1,1,0,Dropout
145.0,127.5,22,5,1,1,0,0,1,0,1,1,Graduate
118.0,123.3,26,4,1,18,0,0,1,1,1,1,Enrolled
123.0,122.0,19,3,1,17,0,0,1,1,1,0,Dropout
120.0,114.8,19,0,5,1,0,0,0,1,1,1,Dropout
140.0,140.0,20,0,1,44,1,0,1,1,1,0,Graduate
126.0,111.0,21,10,1,51,1,0,1,1,1,0,Graduate
137.0,133.2,19,6,2,1,0,1,1,1,0,1,Graduate
130.0,123.0,18,6,3,1,0,0,1,1,0,1,Graduate
150.0,150.0,23,12,1,53,0,1,1,1,0,0,Graduate
147.0,132.3,18,5,3,17,0,1,1,1,0,1,Graduate
140.0,126.0,18,7,1,18,0,0,1,1,0,1,Graduate
132.0,119.3,19,7,3,1,0,0,1,1,0,1,Graduate
130.0,133.8,21,11,1,53,0,0,1,1,0,1,Graduate
130.0,126.5,18,6,1,1,0,1,1,1,0,1,Graduate
151.0,138.4,24,6,1,1,0,1,1,1,0,1,Graduate
144.0,129.0,18,7,4,1,0,0,1,1,0,1,Dropout
127.0,118.3,18,6,1,1,0,0,1,1,0,1,Enrolled
131.0,129.8,20,6,2,17,0,0,1,1,0,1,Graduate
123.0,113.6,19,3,2,17,0,0,1,1,0,1,Enrolled
130.0,128.3,18,3,5,1,0,1,0,1,0,1,Dropout
130.0,130.0,19,4,1,43,0,1,1,1,0,0,Dropout
131.0,121.9,19,5,2,17,0,0,1,1,0,1,Graduate
135.0,129.4,18,6,5,1,1,0,1,1,0,0,Graduate
123.0,115.3,20,6,2,1,0,0,1,1,0,1,Enrolled
145.0,125.5,18,8,5,1,0,1,1,1,0,1,Graduate
118.0,117.8,19,6,6,17,0,1,1,1,0,1,Graduate
125.0,118.7,18,4,3,17,0,0,1,1,0,1,Enrolled
152.0,139.0,18,6,2,1,0,0,1,1,0,1,Graduate
101.0,98.9,21,4,1,1,0,0,1,1,0,1,Enrolled
137.0,137.7,19,1,1,17,1,0,0,1,0,1,Dropout
123.0,113.6,21,7,4,1,0,0,1,1,0,1,Graduate
120.0,113.4,18,4,1,1,0,0,1,1,0,0,Enrolled
131.0,128.5,18,7,3,17,0,1,1,1,0,0,Graduate
141.0,142.8,18,7,1,1,0,0,1,1,0,0,Graduate
144.0,137.7,23,0,1,1,0,0,0,1,0,0,Dropout
107.0,103.5,20,3,1,1,0,0,1,1,0,1,Enrolled
133.0,123.2,18,7,1,1,0,0,1,1,0,0,Graduate
126.0,126.0,19,5,2,17,0,0,1,1,0,1,Enrolled
133.1,121.7,27,6,1,39,0,1,1,1,0,0,Enrolled
147.0,142.8,19,5,1,17,1,1,0,1,0,1,Enrolled
120.0,120.0,21,5,1,43,0,0,1,1,0,1,Dropout
130.0,119.3,19,7,1,18,0,1,1,1,0,1,Graduate
120.0,121.0,21,6,1,44,0,1,1,1,0,0,Graduate
138.0,139.4,18,5,5,1,0,0,1,1,0,1,Graduate
124.0,113.9,20,5,1,17,0,1,1,1,0,1,Graduate
133.0,124.6,18,5,1,1,0,1,1,1,0,1,Graduate
122.0,123.8,18,6,1,17,1,1,0,1,0,1,Dropout
138.0,126.3,18,6,3,1,0,0,1,1,0,1,Graduate
134.0,120.4,18,6,4,17,0,1,1,1,0,1,Graduate
128.0,120.5,19,5,3,1,0,1,1,1,0,1,Enrolled
140.0,144.9,23,11,1,53,1,0,0,1,0,1,Enrolled
133.1,139.9,24,6,1,39,0,1,1,1,0,1,Graduate
142.0,133.3,19,0,1,1,0,0,1,1,0,1,Graduate
141.0,126.0,18,7,3,1,0,0,1,1,0,1,Graduate
145.0,133.5,19,6,2,1,0,0,1,1,0,0,Graduate
145.0,127.9,19,0,2,17,0,0,1,1,0,1,Dropout
108.0,105.9,20,5,1,1,0,1,1,1,0,0,Enrolled
132.0,124.3,20,6,1,1,0,0,1,1,0,0,Enrolled
140.0,102.5,26,4,1,39,0,0,1,1,0,0,Dropout
133.1,97.0,36,0,1,39,1,0,0,1,1,0,Dropout
128.0,134.7,19,0,1,17,0,0,0,1,1,0,Dropout
120.0,113.8,27,0,1,42,0,0,0,1,1,0,Dropout
120.0,116.9,18,1,4,1,0,0,1,1,1,0,Dropout
139.0,124.0,18,7,4,1,0,1,1,1,1,1,Graduate
139.3,117.5,28,0,1,39,0,0,1,1,1,0,Dropout
150.0,154.8,21,0,1,44,0,0,1,1,1,1,Graduate
138.0,141.0,19,6,1,1,0,0,1,1,1,0,Graduate
133.1,120.0,26,0,1,39,1,0,0,1,1,0,Dropout
136.0,133.6,20,9,1,51,0,0,1,1,1,1,Dropout
134.0,122.0,19,7,6,1,0,0,1,1,1,1,Graduate
140.0,120.0,21,3,1,1,0,0,1,1,1,1,Dropout
110.0,114.2,23,5,1,53,0,1,1,1,1,0,Graduate
133.1,95.5,29,6,1,39,0,0,1,0,1,0,Graduate
129.0,120.0,20,7,1,1,0,0,1,1,1,0,Graduate
116.0,111.1,18,6,1,1,0,0,1,1,1,0,Graduate
130.0,128.6,19,5,1,1,0,0,1,1,1,1,Graduate
130.0,130.0,23,3,1,7,0,0,0,1,1,0,Dropout
116.0,111.1,21,0,1,1,0,0,1,1,1,0,Dropout
136.0,122.7,18,5,1,17,0,0,1,1,1,1,Enrolled
147.0,134.4,18,0,1,1,0,1,1,1,1,1,Graduate
117.0,131.0,21,1,5,1,1,0,0,1,1,1,Dropout
141.0,125.0,22,0,1,51,0,0,1,1,1,0,Dropout
133.1,106.0,21,7,1,18,0,0,1,1,1,1,Graduate
133.1,128.0,32,0,1,39,0,0,0,1,1,1,Dropout
120.0,120.0,27,18,1,7,0,0,1,1,1,1,Graduate
148.0,134.8,18,6,1,1,0,0,1,1,1,1,Graduate
130.0,112.0,24,6,1,39,0,1,1,1,1,1,Graduate
120.0,116.1,22,2,1,1,0,0,1,1,1,1,Dropout
120.0,120.0,22,0,1,43,0,0,0,1,1,1,Dropout
133.0,119.7,19,5,3,1,0,0,1,1,1,1,Graduate
129.0,117.1,19,0,6,17,0,0,1,1,1,1,Dropout
118.0,112.4,21,4,2,1,0,0,1,1,1,1,Enrolled
140.0,131.0,18,8,2,1,0,1,1,1,0,1,Graduate
127.0,130.9,18,6,2,1,0,0,1,1,0,1,Graduate
131.0,134.9,20,0,1,1,1,0,1,1,0,1,Dropout
132.0,127.1,19,6,1,17,0,0,1,1,0,1,Graduate
113.0,110.2,19,5,5,17,1,0,1,1,0,1,Graduate
115.0,108.7,18,5,1,17,0,1,1,1,0,1,Graduate
133.1,138.0,20,6,1,1,0,0,1,1,0,1,Enrolled
150.0,147.7,22,7,1,44,1,1,1,1,0,0,Graduate
133.1,123.0,31,6,1,39,0,0,1,1,0,0,Graduate
141.0,142.8,19,7,1,17,0,1,1,1,0,0,Graduate
140.0,138.3,18,0,2,1,0,0,1,1,0,1,Enrolled
136.0,125.2,18,6,2,1,0,1,1,1,0,1,Graduate
140.0,141.8,21,5,1,1,0,0,1,1,0,0,Graduate
143.0,130.6,18,7,5,17,0,1,1,1,0,1,Graduate
130.0,130.0,25,0,1,44,1,0,0,1,1,0,Dropout
133.1,100.0,21,0,1,15,1,0,1,1,1,0,Dropout
129.0,119.0,19,7,2,18,0,1,1,1,0,1,Graduate
132.0,124.3,19,5,2,1,0,0,1,1,0,1,Enrolled
118.0,122.2,22,4,1,17,0,0,1,1,0,1,Dropout
150.0,150.0,19,5,1,15,0,0,1,1,1,0,Graduate
133.1,135.5,58,0,1,39,0,0,1,0,0,0,Dropout
122.0,127.3,19,4,2,16,0,1,1,1,0,1,Graduate
127.0,127.0,23,6,1,43,0,0,1,1,1,1,Graduate
122.0,126.9,19,4,2,1,0,1,1,1,0,1,Enrolled
131.0,127.5,18,7,3,18,0,0,1,1,0,1,Graduate
130.0,122.0,20,5,2,1,0,0,1,1,0,0,Graduate
130.0,115.8,18,0,5,17,0,0,0,1,0,0,Dropout
130.0,121.6,18,6,1,17,0,0,1,1,0,0,Graduate
122.0,116.4,18,5,4,17,1,1,1,1,0,1,Graduate
114.0,120.0,24,6,1,39,0,0,1,1,0,0,Dropout
143.0,127.3,18,5,4,17,0,0,1,1,0,1,Dropout
127.0,123.5,19,5,3,1,0,1,1,1,0,1,Enrolled
141.0,125.6,19,6,3,17,0,1,1,1,0,1,Graduate
129.0,118.5,18,6,1,1,0,0,1,1,0,1,Graduate
140.0,129.5,18,4,2,1,0,0,1,1,0,1,Enrolled
137.0,134.6,19,0,1,1,0,1,1,1,0,1,Graduate
140.0,140.0,22,6,1,44,0,0,1,1,0,0,Graduate
143.0,133.2,19,5,1,1,0,0,1,1,0,1,Enrolled
138.0,133.5,21,3,1,17,0,1,1,1,0,1,Enrolled
120.0,117.9,21,5,1,17,0,1,1,1,0,1,Graduate
144.0,128.0,18,7,3,1,0,1,1,1,0,1,Graduate
123.0,113.2,20,4,5,1,0,0,1,1,0,1,Dropout
129.0,122.0,18,6,3,1,0,1,1,1,0,1,Enrolled
152.0,156.9,19,6,3,16,0,0,1,1,0,1,Graduate
130.0,125.1,18,6,2,1,0,1,1,1,0,1,Enrolled
133.1,100.0,26,6,1,15,1,0,0,1,1,0,Dropout
160.0,160.0,19,2,1,15,1,0,1,1,0,0,Enrolled
140.0,101.0,35,6,1,39,0,0,1,0,0,0,Graduate
133.0,121.5,19,6,1,18,0,1,1,1,0,1,Graduate
138.0,126.8,18,4,1,1,0,0,1,1,1,1,Graduate
142.0,132.9,19,4,5,1,0,0,1,1,1,0,Graduate
115.0,134.3,25,17,1,1,0,0,1,1,1,1,Graduate
125.0,120.5,18,6,6,17,0,0,1,1,1,1,Graduate
170.0,144.1,26,0,1,17,1,0,0,1,1,1,Dropout
140.0,100.0,34,5,1,43,0,0,1,0,1,0,Graduate
110.0,114.8,18,0,2,1,0,0,0,1,1,1,Dropout
114.0,111.9,18,0,1,1,0,0,0,1,1,0,Dropout
138.0,125.4,18,4,3,17,0,1,1,1,1,1,Dropout
140.0,140.0,20,3,1,44,0,0,1,1,1,0,Dropout
140.0,140.0,25,6,1,44,0,0,1,1,1,0,Graduate
132.0,127.8,18,6,1,17,0,0,1,1,1,0,Dropout
148.0,131.6,19,11,1,1,0,0,1,1,1,1,Graduate
132.0,119.4,20,0,1,1,0,0,1,1,1,1,Dropout
126.0,129.9,20,6,2,18,0,1,1,1,1,1,Graduate
121.0,114.0,20,4,1,1,0,0,1,1,1,0,Enrolled
120.0,113.4,19,0,2,1,0,1,1,1,1,1,Dropout
123.0,117.8,20,5,1,1,0,0,1,1,1,0,Enrolled
122.0,114.3,18,6,6,1,0,0,1,1,1,1,Enrolled
136.0,129.7,19,4,1,1,0,0,1,1,1,1,Enrolled
119.0,112.0,20,0,1,18,0,0,0,1,1,1,Dropout
120.0,140.0,24,4,1,39,0,0,1,1,1,0,Dropout
150.0,150.0,20,5,1,44,0,0,1,1,1,1,Graduate
121.0,122.4,19,3,3,1,0,0,1,1,1,1,Enrolled
140.0,150.0,23,2,1,51,0,0,1,1,1,0,Dropout
135.0,135.0,20,6,2,17,0,0,1,1,1,1,Enrolled
116.0,116.2,21,11,4,43,0,0,1,0,1,0,Graduate
120.0,120.4,20,3,2,17,0,0,1,1,1,1,Dropout
126.0,122.9,21,4,5,17,0,0,1,1,1,1,Enrolled
170.0,155.0,18,6,1,1,0,1,1,1,1,0,Graduate
123.0,123.4,18,6,3,1,0,0,1,1,1,1,Graduate
120.0,124.2,18,5,1,17,0,0,1,1,1,1,Enrolled
130.0,130.0,20,4,1,44,0,0,1,1,1,1,Enrolled
130.0,126.2,18,6,1,17,0,1,1,1,1,0,Graduate
117.0,120.5,19,0,1,17,0,0,1,1,1,1,Dropout
131.0,123.7,20,4,1,17,0,0,1,1,1,1,Enrolled
130.0,122.5,19,4,1,17,0,0,1,1,1,0,Graduate
133.0,139.2,33,2,1,39,1,0,1,0,1,1,Dropout
128.0,131.2,21,12,1,51,0,0,1,1,1,1,Graduate
133.1,120.0,25,2,1,39,1,0,0,1,1,0,Dropout
123.0,116.7,20,4,1,1,0,1,1,1,1,1,Dropout
150.0,150.0,22,5,1,53,0,1,1,1,1,1,Dropout
133.1,117.5,39,4,1,39,0,0,1,1,0,0,Graduate
140.0,137.6,21,6,2,1,0,1,1,1,1,1,Graduate
126.0,124.3,19,6,1,17,0,1,1,1,0,0,Graduate
133.1,116.0,26,6,1,39,0,1,1,1,0,0,Graduate
121.0,121.4,19,4,2,18,0,1,1,1,0,1,Graduate
140.0,142.8,20,11,1,53,0,1,0,1,0,1,Graduate
133.1,96.0,25,6,1,17,0,1,1,1,0,1,Enrolled
131.0,125.0,24,0,1,43,0,0,1,0,1,0,Dropout
124.0,126.1,20,4,6,17,0,0,1,1,1,1,Graduate
120.0,155.8,29,6,1,39,0,0,1,1,1,0,Graduate
133.1,116.0,20,6,1,1,0,0,1,1,1,0,Graduate
110.0,110.0,20,4,1,44,0,0,1,1,1,1,Dropout
133.1,97.2,24,4,1,39,0,1,1,1,1,1,Graduate
133.1,100.0,24,0,1,39,1,0,1,1,1,0,Dropout
140.0,140.0,23,5,1,7,0,0,1,1,1,0,Graduate
